Header,Date,Title,Link,type,session,file_name,text_file_name
NA,NA,United States of America,https://resolutions.unep.org/resolutions/uploads/usa_all_statements_1.pdf,Members,session-1,~/Dropbox/plastics_text_analysis/downloads/session-1/usa_all_statements_1.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-1/usa_all_statements_1.txt
NA,NA,Argentina,https://resolutions.unep.org/resolutions/uploads/argentinaagenda1statement_0.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/argentinaagenda1statement_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/argentinaagenda1statement_0.txt
NA,NA,Romania,https://resolutions.unep.org/resolutions/uploads/romania_statement.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/romania_statement.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/romania_statement.txt
NA,NA,Ukraine,https://resolutions.unep.org/resolutions/uploads/ukrainestatementitem2.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/ukrainestatementitem2.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/ukrainestatementitem2.txt
NA,NA,India,https://resolutions.unep.org/resolutions/uploads/indiastatement3a_0.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/indiastatement3a_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/indiastatement3a_0.txt
NA,NA,Qatar,https://resolutions.unep.org/resolutions/uploads/qatarstatementagenda4_0.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/qatarstatementagenda4_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/qatarstatementagenda4_0.txt
NA,NA,Algeria,https://resolutions.unep.org/resolutions/uploads/algeria.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/algeria.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/algeria.txt
NA,NA,Benin,https://resolutions.unep.org/resolutions/uploads/benin.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/benin.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/benin.txt
NA,NA,Burkina Faso,https://resolutions.unep.org/resolutions/uploads/burkinafasostatement.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/burkinafasostatement.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/burkinafasostatement.txt
NA,NA,Comoros,https://resolutions.unep.org/resolutions/uploads/comorosstatement_1.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/comorosstatement_1.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/comorosstatement_1.txt
NA,NA,Democratic Republic of Congo,https://resolutions.unep.org/resolutions/uploads/drc.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/drc.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/drc.txt
NA,NA,Eritrea,https://resolutions.unep.org/resolutions/uploads/eritreastatement_0.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/eritreastatement_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/eritreastatement_0.txt
NA,NA,Ethiopia,https://resolutions.unep.org/resolutions/uploads/ethiopiastatement_2.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/ethiopiastatement_2.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/ethiopiastatement_2.txt
NA,NA,Gabon,https://resolutions.unep.org/resolutions/uploads/gabon_0.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/gabon_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/gabon_0.txt
NA,NA,Ghana,https://resolutions.unep.org/resolutions/uploads/ghanastatement_0.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/ghanastatement_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/ghanastatement_0.txt
NA,NA,Français English,https://resolutions.unep.org/resolutions/uploads/guinea.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/guinea.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/guinea.txt
NA,NA,Français Français,https://resolutions.unep.org/resolutions/uploads/guinea_0.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/guinea_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/guinea_0.txt
NA,NA,Kenya,https://resolutions.unep.org/resolutions/uploads/kenyastatement.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/kenyastatement.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/kenyastatement.txt
NA,NA,Republic of Congo,https://resolutions.unep.org/resolutions/uploads/republicofcongo.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/republicofcongo.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/republicofcongo.txt
NA,NA,Seychelles,https://resolutions.unep.org/resolutions/uploads/seychellesstatement.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/seychellesstatement.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/seychellesstatement.txt
NA,NA,Somalia,https://resolutions.unep.org/resolutions/uploads/somalia.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/somalia.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/somalia.txt
NA,NA,South Africa,https://resolutions.unep.org/resolutions/uploads/agenda_item_4_south_africa.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/agenda_item_4_south_africa.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/agenda_item_4_south_africa.txt
NA,NA,Tunisia,https://resolutions.unep.org/resolutions/uploads/tunisia_0.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/tunisia_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/tunisia_0.txt
NA,NA,United Republic of Tanzania,https://resolutions.unep.org/resolutions/uploads/unitedrepublicoftanzania.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/unitedrepublicoftanzania.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/unitedrepublicoftanzania.txt
NA,NA,Zambia,https://resolutions.unep.org/resolutions/uploads/zambiastatement.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/zambiastatement.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/zambiastatement.txt
NA,NA,Zimbabwe,https://resolutions.unep.org/resolutions/uploads/zimbambwe.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/zimbambwe.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/zimbambwe.txt
NA,NA,Bangladesh,https://resolutions.unep.org/resolutions/uploads/bangladeshstatement_0.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/bangladeshstatement_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/bangladeshstatement_0.txt
NA,NA,Indonesia,https://resolutions.unep.org/resolutions/uploads/indonesia_0.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/indonesia_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/indonesia_0.txt
NA,NA,Closing statement India,https://resolutions.unep.org/resolutions/uploads/india_2.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/india_2.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/india_2.txt
NA,NA,Closing statement Closing statement,https://resolutions.unep.org/resolutions/uploads/india_closing_plenary_0.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/india_closing_plenary_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/india_closing_plenary_0.txt
NA,NA,Iran,https://resolutions.unep.org/resolutions/uploads/iranstatement_0.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/iranstatement_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/iranstatement_0.txt
NA,NA,Japan,https://resolutions.unep.org/resolutions/uploads/japanstatement.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/japanstatement.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/japanstatement.txt
NA,NA,Maldives,https://resolutions.unep.org/resolutions/uploads/maldivesstatement.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/maldivesstatement.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/maldivesstatement.txt
NA,NA,Nepal,https://resolutions.unep.org/resolutions/uploads/nepal_1.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/nepal_1.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/nepal_1.txt
NA,NA,Oman,https://resolutions.unep.org/resolutions/uploads/oman.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/oman.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/oman.txt
NA,NA,Pakistan,https://resolutions.unep.org/resolutions/uploads/pakistanstatement_0.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/pakistanstatement_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/pakistanstatement_0.txt
NA,NA,Philippines,https://resolutions.unep.org/resolutions/uploads/philippinesstatement_0.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/philippinesstatement_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/philippinesstatement_0.txt
NA,NA,Republic of Korea,https://resolutions.unep.org/resolutions/uploads/republicofkoreastatement_0.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/republicofkoreastatement_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/republicofkoreastatement_0.txt
NA,NA,Closing statement Saudi Arabia,https://wedocs.unep.org/bitstream/handle/20.500.11822/42787/SaudiArabiaAgenda4.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/SaudiArabiaAgenda4.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/SaudiArabiaAgenda4.txt
NA,NA,Closing statement Closing statement,https://wedocs.unep.org/bitstream/handle/20.500.11822/42788/SaudiArabiaClosingStatement.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/SaudiArabiaClosingStatement.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/SaudiArabiaClosingStatement.txt
NA,NA,Sri Lanka,https://resolutions.unep.org/resolutions/uploads/sri_lanka_1.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/sri_lanka_1.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/sri_lanka_1.txt
NA,NA,State of Palestine,https://resolutions.unep.org/resolutions/uploads/palestinestatement_0.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/palestinestatement_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/palestinestatement_0.txt
NA,NA,Thailand,https://resolutions.unep.org/resolutions/uploads/thailand_0.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/thailand_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/thailand_0.txt
NA,NA,Timor-Leste,https://resolutions.unep.org/resolutions/uploads/timorleste_2.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/timorleste_2.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/timorleste_2.txt
NA,NA,Qatar,https://resolutions.unep.org/resolutions/uploads/agenda4_qatar.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/agenda4_qatar.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/agenda4_qatar.txt
NA,NA,Armenia,https://resolutions.unep.org/resolutions/uploads/armenia.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/armenia.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/armenia.txt
NA,NA,Georgia,https://resolutions.unep.org/resolutions/uploads/georgiastatement_0.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/georgiastatement_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/georgiastatement_0.txt
NA,NA,Antigua and Barbuda,https://resolutions.unep.org/resolutions/uploads/antiguabarbudastatement_0.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/antiguabarbudastatement_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/antiguabarbudastatement_0.txt
NA,NA,Argentina,https://resolutions.unep.org/resolutions/uploads/argentinastatement4.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/argentinastatement4.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/argentinastatement4.txt
NA,NA,Brazil,https://resolutions.unep.org/resolutions/uploads/brazil_1.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/brazil_1.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/brazil_1.txt
NA,NA,Closing statement Chile,https://resolutions.unep.org/resolutions/uploads/chilestatement_0.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/chilestatement_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/chilestatement_0.txt
NA,NA,Closing statement Closing statement,https://resolutions.unep.org/resolutions/uploads/chile_1.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/chile_1.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/chile_1.txt
NA,NA,Colombia,https://resolutions.unep.org/resolutions/uploads/colombia_statement.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/colombia_statement.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/colombia_statement.txt
NA,NA,Closing statement Costa Rica,https://resolutions.unep.org/resolutions/uploads/costaricastatement_0.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/costaricastatement_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/costaricastatement_0.txt
NA,NA,Closing statement Closing statement,https://resolutions.unep.org/resolutions/uploads/costa_rica_national_statement_inc2_02-06-2023_0.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/costa_rica_national_statement_inc2_02-06-2023_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/costa_rica_national_statement_inc2_02-06-2023_0.txt
NA,NA,Cuba,https://resolutions.unep.org/resolutions/uploads/cuba_1.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/cuba_1.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/cuba_1.txt
NA,NA,Dominican Republic,https://resolutions.unep.org/resolutions/uploads/dominicanrepublicstatement_0.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/dominicanrepublicstatement_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/dominicanrepublicstatement_0.txt
NA,NA,Ecuador,https://resolutions.unep.org/resolutions/uploads/ecuador_1.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/ecuador_1.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/ecuador_1.txt
NA,NA,Guatemala,https://resolutions.unep.org/resolutions/uploads/guatemala_0.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/guatemala_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/guatemala_0.txt
NA,NA,Jamaica,https://resolutions.unep.org/resolutions/uploads/jamaicastatement_0.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/jamaicastatement_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/jamaicastatement_0.txt
NA,NA,Mexico,https://resolutions.unep.org/resolutions/uploads/mexicostatement.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/mexicostatement.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/mexicostatement.txt
NA,NA,Closing statement Panama,https://resolutions.unep.org/resolutions/uploads/panama.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/panama.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/panama.txt
NA,NA,Closing statement Closing statement,https://resolutions.unep.org/resolutions/uploads/panama_closing_statement.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/panama_closing_statement.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/panama_closing_statement.txt
NA,NA,Paraguay,https://resolutions.unep.org/resolutions/uploads/paraguay.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/paraguay.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/paraguay.txt
NA,NA,Peru,https://resolutions.unep.org/resolutions/uploads/peru.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/peru.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/peru.txt
NA,NA,Uruguay,https://resolutions.unep.org/resolutions/uploads/uruguaystatement.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/uruguaystatement.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/uruguaystatement.txt
NA,NA,Venezuela,https://resolutions.unep.org/resolutions/uploads/venezuelastatement_0.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/venezuelastatement_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/venezuelastatement_0.txt
NA,NA,Australia,https://resolutions.unep.org/resolutions/uploads/australiastatement_0.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/australiastatement_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/australiastatement_0.txt
NA,NA,Français English,https://resolutions.unep.org/resolutions/uploads/canadastatementeng.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/canadastatementeng.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/canadastatementeng.txt
NA,NA,Français Français,https://resolutions.unep.org/resolutions/uploads/canadastatementfr.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/canadastatementfr.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/canadastatementfr.txt
NA,NA,Iceland,https://resolutions.unep.org/resolutions/uploads/iceland_1.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/iceland_1.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/iceland_1.txt
NA,NA,Israel,https://resolutions.unep.org/resolutions/uploads/israel.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/israel.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/israel.txt
NA,NA,New Zealand,https://resolutions.unep.org/resolutions/uploads/newzealandstatement_0.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/newzealandstatement_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/newzealandstatement_0.txt
NA,NA,Norway,https://resolutions.unep.org/resolutions/uploads/norway.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/norway.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/norway.txt
NA,NA,Switzerland,https://resolutions.unep.org/resolutions/uploads/switzerlandstatement.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/switzerlandstatement.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/switzerlandstatement.txt
NA,NA,United Kingdom of Great Britain and Northern Ireland,https://resolutions.unep.org/resolutions/uploads/ukstatement_0.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/ukstatement_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/ukstatement_0.txt
NA,NA,Cuba,https://resolutions.unep.org/resolutions/uploads/cuba_statement_on_cg_1_about_core_obligations_0.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/cuba_statement_on_cg_1_about_core_obligations_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/cuba_statement_on_cg_1_about_core_obligations_0.txt
NA,NA,India,https://resolutions.unep.org/resolutions/uploads/india_1_0.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/india_1_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/india_1_0.txt
NA,NA,Qatar,https://resolutions.unep.org/resolutions/uploads/qatar_1.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/qatar_1.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/qatar_1.txt
NA,NA,Saudi Arabia,https://resolutions.unep.org/resolutions/uploads/saudi_arabia_2.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/saudi_arabia_2.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/saudi_arabia_2.txt
NA,NA,Sri Lanka,https://resolutions.unep.org/resolutions/uploads/sri_lanka_2.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/sri_lanka_2.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/sri_lanka_2.txt
NA,NA,India,https://resolutions.unep.org/resolutions/uploads/india_3.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/india_3.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/india_3.txt
NA,NA,Saudi Arabia,https://resolutions.unep.org/resolutions/uploads/saudi_arabia_3.pdf,Members,session-2,~/Dropbox/plastics_text_analysis/downloads/session-2/saudi_arabia_3.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-2/saudi_arabia_3.txt
NA,NA,Ghana on behalf of African Group (AG),https://resolutions.unep.org/resolutions/uploads/africa_0.pdf,Group States,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/africa_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/africa_0.txt
NA,NA,Samoa on behalf of Alliance of Small Island States (AOSIS),https://resolutions.unep.org/resolutions/uploads/aosis.pdf,Group States,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/aosis.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/aosis.txt
NA,NA,Philippines on behalf of Asia and the Pacific Group (APG),https://resolutions.unep.org/resolutions/uploads/apg.pdf,Group States,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/apg.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/apg.txt
NA,NA,Singapore on behalf of the Working Group on Marine Litter (WGML) of Coordinating Body on the Seas of East Asia (COBSEA),https://resolutions.unep.org/resolutions/uploads/cobsea.pdf,Group States,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/cobsea.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/cobsea.txt
NA,NA,European Union (EU),https://resolutions.unep.org/resolutions/uploads/europeanunion.pdf,Group States,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/europeanunion.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/europeanunion.txt
NA,NA,Uruguay on behalf of Latin American and Caribbean Group (GRULAC),https://resolutions.unep.org/resolutions/uploads/grulac.pdf,Group States,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/grulac.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/grulac.txt
NA,NA,Oman on behalf of Gulf Cooperation Council (GCC),https://resolutions.unep.org/resolutions/uploads/gcc.pdf,Group States,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/gcc.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/gcc.txt
NA,NA,Solomon on behalf of High Ambition Coalition (HAC),https://resolutions.unep.org/resolutions/uploads/hac.pdf,Group States,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/hac.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/hac.txt
NA,NA,Palau on behalf of Pacific Small Island Developing States (PSIDS),https://resolutions.unep.org/resolutions/uploads/psids2.pdf,Group States,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/psids2.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/psids2.txt
NA,NA,African Group (AG),https://resolutions.unep.org/resolutions/uploads/africaclosingstatement_0.pdf,Group States,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/africaclosingstatement_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/africaclosingstatement_0.txt
NA,NA,Latin American and Caribbean Group (GRULAC),https://resolutions.unep.org/resolutions/uploads/grulacclosingstatement_0.pdf,Group States,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/grulacclosingstatement_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/grulacclosingstatement_0.txt
NA,NA,Pacific Small Island Developing States (PSIDS),https://resolutions.unep.org/resolutions/uploads/psids_closingstatement.pdf,Group States,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/psids_closingstatement.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/psids_closingstatement.txt
Item 3 – Organizational matters,NA,India,https://resolutions.unep.org/resolutions/uploads/india_4.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/india_4.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/india_4.txt
Item 3 – Organizational matters,NA,Republic of Korea,https://resolutions.unep.org/resolutions/uploads/rok_nationalstatement.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/rok_nationalstatement.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/rok_nationalstatement.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Angola,https://resolutions.unep.org/resolutions/uploads/angola.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/angola.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/angola.txt
