Header,Date,Title,Link,type,session,file_name,text_file_name
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Antigua and Barbuda Antigua,https://resolutions.unep.org/resolutions/uploads/antigua_4.pdf#overlay-context=node/380/revisions/13489/view%3Fq%3Dnode/380/revisions/13489/view,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/view,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/view
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Argentina,https://resolutions.unep.org/resolutions/uploads/argentina.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/argentina.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/argentina.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Armenia,https://resolutions.unep.org/resolutions/uploads/armenia_4.pdf#overlay-context=node/380/revisions/13483/view%3Fq%3Dnode/380/revisions/13483/view,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/view,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/view
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Australia,https://resolutions.unep.org/resolutions/uploads/australia_4_0.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/australia_4_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/australia_4_0.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Bahrain,https://resolutions.unep.org/resolutions/uploads/bahrain_agendaitem4.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/bahrain_agendaitem4.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/bahrain_agendaitem4.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Bangladesh,https://resolutions.unep.org/resolutions/uploads/bangladesh.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/bangladesh.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/bangladesh.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Brazil,https://resolutions.unep.org/resolutions/uploads/brazil_2.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/brazil_2.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/brazil_2.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Cambodia,https://resolutions.unep.org/resolutions/uploads/cambodia_agendaitem4_0.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/cambodia_agendaitem4_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/cambodia_agendaitem4_0.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Cameroon,https://resolutions.unep.org/resolutions/uploads/cameroon.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/cameroon.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/cameroon.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Canada,https://resolutions.unep.org/resolutions/uploads/canada_0.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/canada_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/canada_0.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Chile,https://resolutions.unep.org/resolutions/uploads/chile_2.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/chile_2.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/chile_2.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Colombia,https://resolutions.unep.org/resolutions/uploads/colombia_0.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/colombia_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/colombia_0.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Costa Rica,https://resolutions.unep.org/resolutions/uploads/costa_rica.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/costa_rica.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/costa_rica.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Côte d'Ivoire,https://resolutions.unep.org/resolutions/uploads/cote_d_ivoire_4.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/cote_d_ivoire_4.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/cote_d_ivoire_4.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Spanish) English,https://resolutions.unep.org/resolutions/uploads/cuba_en.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/cuba_en.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/cuba_en.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Spanish) Spanish,https://resolutions.unep.org/resolutions/uploads/cuba_sp.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/cuba_sp.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/cuba_sp.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Dominican Republic,https://resolutions.unep.org/resolutions/uploads/dominican_republic_1.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/dominican_republic_1.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/dominican_republic_1.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Egypt,https://resolutions.unep.org/resolutions/uploads/egypt.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/egypt.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/egypt.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,El Salvador,https://resolutions.unep.org/resolutions/uploads/el_salvador.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/el_salvador.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/el_salvador.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Eswatini,https://resolutions.unep.org/resolutions/uploads/eswatini.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/eswatini.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/eswatini.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Fiji,https://resolutions.unep.org/resolutions/uploads/fiji.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/fiji.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/fiji.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Gabon,https://resolutions.unep.org/resolutions/uploads/gabon_1.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/gabon_1.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/gabon_1.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Gambia,https://resolutions.unep.org/resolutions/uploads/gambia.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/gambia.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/gambia.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Georgia,https://resolutions.unep.org/resolutions/uploads/georgia_0.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/georgia_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/georgia_0.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Ghana,https://resolutions.unep.org/resolutions/uploads/ghana_1.pdf#overlay-context=INC3PlenaryStatements%3Fq%3DINC3PlenaryStatements,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/ghana_1.pdf#overlay-context=INC3PlenaryStatements%3Fq%3DINC3PlenaryStatements,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/ghana_1.txt#overlay-context=INC3PlenaryStatements%3Fq%3DINC3PlenaryStatements
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Guatemala,https://resolutions.unep.org/resolutions/uploads/guatemala_1.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/guatemala_1.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/guatemala_1.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Guinea,https://resolutions.unep.org/resolutions/uploads/guinea_2.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/guinea_2.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/guinea_2.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Guinea Bissau,https://resolutions.unep.org/resolutions/uploads/guinea-bissau.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/guinea-bissau.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/guinea-bissau.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,India,https://resolutions.unep.org/resolutions/uploads/india_5.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/india_5.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/india_5.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Indonesia,https://resolutions.unep.org/resolutions/uploads/indonesia_3.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/indonesia_3.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/indonesia_3.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Iraq,https://resolutions.unep.org/resolutions/uploads/iraq.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/iraq.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/iraq.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Jamaica,https://resolutions.unep.org/resolutions/uploads/jamaica.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/jamaica.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/jamaica.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Japan,https://resolutions.unep.org/resolutions/uploads/japan_4.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/japan_4.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/japan_4.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Kenya,https://resolutions.unep.org/resolutions/uploads/kenya_os.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/kenya_os.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/kenya_os.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,"Kuwait (Arabic, English) Arabic",https://resolutions.unep.org/resolutions/uploads/kuwait.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/kuwait.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/kuwait.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,"Kuwait (Arabic, English) English",https://resolutions.unep.org/resolutions/uploads/kuwait_4.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/kuwait_4.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/kuwait_4.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Libya,https://resolutions.unep.org/resolutions/uploads/libya_1.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/libya_1.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/libya_1.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Malawi,https://resolutions.unep.org/resolutions/uploads/malawi.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/malawi.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/malawi.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Malaysia,https://resolutions.unep.org/resolutions/uploads/malaysia_1.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/malaysia_1.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/malaysia_1.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Mexico,https://resolutions.unep.org/resolutions/uploads/mexico_0.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/mexico_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/mexico_0.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Nigeria,https://resolutions.unep.org/resolutions/uploads/nigeria_1.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/nigeria_1.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/nigeria_1.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Pakistan,https://resolutions.unep.org/resolutions/uploads/pakistan_0.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/pakistan_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/pakistan_0.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Panama,https://resolutions.unep.org/resolutions/uploads/panama_1.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/panama_1.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/panama_1.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Peru,https://resolutions.unep.org/resolutions/uploads/peru_0.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/peru_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/peru_0.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Philippines,https://resolutions.unep.org/resolutions/uploads/philippines_2.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/philippines_2.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/philippines_2.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Qatar,https://resolutions.unep.org/uploads/qatar_4.pdf#overlay-context=node/380/revisions/13483/view%3Fq%3Dnode/380/revisions/13483/view,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/view,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/view
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Republic of Congo,https://resolutions.unep.org/resolutions/uploads/congo.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/congo.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/congo.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Republic of Korea,https://resolutions.unep.org/resolutions/uploads/republic_of_korea_2.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/republic_of_korea_2.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/republic_of_korea_2.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Saudi Arabia,https://resolutions.unep.org/resolutions/uploads/saudia_arabia.pdf#overlay-context=node/380/revisions/13494/view%3Fq%3Dnode/380/revisions/13494/view,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/view,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/view
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Singapore,https://resolutions.unep.org/resolutions/uploads/singapore_3.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/singapore_3.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/singapore_3.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,South Africa,https://resolutions.unep.org/resolutions/uploads/south_africa.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/south_africa.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/south_africa.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Sri Lanka,https://resolutions.unep.org/resolutions/uploads/sri_lanka_3.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/sri_lanka_3.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/sri_lanka_3.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Switzerland,https://resolutions.unep.org/resolutions/uploads/switzerland_2.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/switzerland_2.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/switzerland_2.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Thailand,https://resolutions.unep.org/resolutions/uploads/thailand_4.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/thailand_4.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/thailand_4.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Togo,https://resolutions.unep.org/resolutions/uploads/togo_0.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/togo_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/togo_0.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Tunisia,https://resolutions.unep.org/resolutions/uploads/tunisia_2.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/tunisia_2.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/tunisia_2.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Turkiye,https://resolutions.unep.org/resolutions/uploads/turkiye_0.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/turkiye_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/turkiye_0.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Tuvalu,https://resolutions.unep.org/resolutions/uploads/tuvalu.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/tuvalu.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/tuvalu.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Uganda,https://resolutions.unep.org/resolutions/uploads/uganda.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/uganda.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/uganda.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,United States of America,https://resolutions.unep.org/resolutions/uploads/united_states_of_america_1.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/united_states_of_america_1.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/united_states_of_america_1.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Uruguay,https://resolutions.unep.org/resolutions/uploads/uruguay.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/uruguay.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/uruguay.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Venezuela (Bolivarian Republic of),https://resolutions.unep.org/resolutions/uploads/venezuela_4.pdf#overlay-context=node/380/revisions/13489/view%3Fq%3Dnode/380/revisions/13489/view,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/view,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/view
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Viet Nam,https://resolutions.unep.org/resolutions/uploads/viet_nam_3.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/viet_nam_3.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/viet_nam_3.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Yemen,https://resolutions.unep.org/resolutions/uploads/yemen.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/yemen.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/yemen.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Zimbabwe,https://resolutions.unep.org/resolutions/uploads/zimbabwe.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/zimbabwe.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/zimbabwe.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Dominican Republic,https://resolutions.unep.org/resolutions/uploads/dominicarepublic_closingstatement_0.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/dominicarepublic_closingstatement_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/dominicarepublic_closingstatement_0.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Saudi Arabia,https://resolutions.unep.org/resolutions/uploads/saudiarabiaclosingremarks.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/saudiarabiaclosingremarks.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/saudiarabiaclosingremarks.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Solomon Islands,https://resolutions.unep.org/resolutions/uploads/solomonislands_closing.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/solomonislands_closing.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/solomonislands_closing.txt
"Item 4- Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",NA,Ukraine,https://resolutions.unep.org/resolutions/uploads/ukraine_closingstatement.pdf,Members,session-3,~/Dropbox/plastics_text_analysis/downloads/session-3/ukraine_closingstatement.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-3/ukraine_closingstatement.txt
Item 1. Opening of the session,23/04/2024,Saudi Arabia on behalf of Like Minded Countries,https://resolutions.unep.org/incres/uploads/opening_statement_for_inc4_on_behalf_of_lmc.pdf,Group States,session-4,~/Dropbox/plastics_text_analysis/downloads/session-4/opening_statement_for_inc4_on_behalf_of_lmc.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-4/opening_statement_for_inc4_on_behalf_of_lmc.txt
Item 1. Opening of the session,23/04/2024,Malawi on behalf of High Ambition Coalition to End Plastic Pollution (HAC),https://resolutions.unep.org/incres/uploads/peter_malawi_statement_on_behalf_of_hac_1.pdf,Group States,session-4,~/Dropbox/plastics_text_analysis/downloads/session-4/peter_malawi_statement_on_behalf_of_hac_1.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-4/peter_malawi_statement_on_behalf_of_hac_1.txt
Item 1. Opening of the session,23/04/2024,Qatar on behalf of the Gulf Cooperation Council,https://resolutions.unep.org/incres/uploads/gcc_statement_0.pdf,Group States,session-4,~/Dropbox/plastics_text_analysis/downloads/session-4/gcc_statement_0.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-4/gcc_statement_0.txt
Item 1. Opening of the session,25/04/2024,Samoa on behalf of Small Island Developing States,https://resolutions.unep.org/incres/uploads/opening_statement_-_samoa_sids.docx_.pdf,Group States,session-4,~/Dropbox/plastics_text_analysis/downloads/session-4/opening_statement_-_samoa_sids.docx_.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-4/opening_statement_-_samoa_sids.docx_.txt
Item 1. Opening of the session,26/04/2024,Ghana on behalf of African Group,https://resolutions.unep.org/incres/uploads/african_group_of_negotiators_opening_statement.pdf,Group States,session-4,~/Dropbox/plastics_text_analysis/downloads/session-4/african_group_of_negotiators_opening_statement.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-4/african_group_of_negotiators_opening_statement.txt
Item 1. Opening of the session,29/04/2024,Vanuatu on behalf of Pacific Small Island Developing States,https://resolutions.unep.org/incres/uploads/opening_statement-pacific_small_island_developing_states-full_version.pdf,Group States,session-4,~/Dropbox/plastics_text_analysis/downloads/session-4/opening_statement-pacific_small_island_developing_states-full_version.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-4/opening_statement-pacific_small_island_developing_states-full_version.txt
"Item 4. Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",23/04/2024,Indonesia on behalf of Coordinating Body on the Seas of East Asia (COBSEA),https://resolutions.unep.org/incres/uploads/cobsea_joint_regional_statement_to_inc-4_on_behalf_of_wgml_final_draft.pdf,Group States,session-4,~/Dropbox/plastics_text_analysis/downloads/session-4/cobsea_joint_regional_statement_to_inc-4_on_behalf_of_wgml_final_draft.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-4/cobsea_joint_regional_statement_to_inc-4_on_behalf_of_wgml_final_draft.txt
"Item 4. Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",23/04/2024,"Uruguay on behalf of Latin American and Caribbean Group ( GRULAC, English  |  Spanish) English",https://resolutions.unep.org/incres/uploads/grulac_inc-4_opening_statement_-_final.pdf,Group States,session-4,~/Dropbox/plastics_text_analysis/downloads/session-4/grulac_inc-4_opening_statement_-_final.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-4/grulac_inc-4_opening_statement_-_final.txt
"Item 4. Preparation of an international legally binding instrument on plastic pollution, including in the marine environment",23/04/2024,"Uruguay on behalf of Latin American and Caribbean Group ( GRULAC, English  |  Spanish) Spanish",https://resolutions.unep.org/incres/uploads/grulac_inc-4_declaracion_de_apertura_-_final.pdf,Group States,session-4,~/Dropbox/plastics_text_analysis/downloads/session-4/grulac_inc-4_declaracion_de_apertura_-_final.pdf,~/Dropbox/research_seed/INC-Plastic-Polution/tmp_data/text/session-4/grulac_inc-4_declaracion_de_apertura_-_final.txt
